epiphany
everything i wanted
exile (feat. Bon Iver)
feel something
goosebumps
hoax
hot girl bummer
if i were u (with Lauv)
illicit affairs
ily (i love you baby) (feat. Emilee)
invisible string
lovely (with Khalid)
mad woman
mirrorball
my ex's best friend (with blackbear)
my future
my tears ricochet
ocean eyes
peace
rockstar (feat. 21 Savage)
seven
thank 
the 1
the last great american dynasty
this is me trying
when the party's over
you broke me first
